,Название товара в срм,id товара,Product-id,offer_article,offer_purchasePrice,product_category
987,"Мужская обувь WEST (Коричневый, 42)",1982,,0402003005-2_42,,timur
988,"Мужская обувь WEST (Коричневый, 43)",1983,,0402003005-2_43,,timur
989,"Мужская обувь WEST (Коричневый, 44)",1984,,0402003005-2_44,,timur
990,"Мужская обувь WEST (Белый, 41)",2156,,0402003005-3_41,,timur
991,"Мужская обувь WEST (Белый, 42)",2157,,0402003005-3_42,,timur
992,"Мужская обувь WEST (Белый, 43)",2158,,0402003005-3_43,,timur
993,"Мужская обувь WEST (Белый, 44)",2159,,0402003005-3_44,,timur
994,"Мужская обувь WEST (Белый, 40)",5534,,0402003005-3_40,,timur
995,"Мужская обувь WEST (Черный, 40)",6186,,0402003005-1_40,,timur
996,"Мужская обувь WEST (Коричневый, 40)",6187,,0402003005-2_40,,timur
997,Органайзер для специй,1985,ss-spice-organizer,ss-00-0036,3.0,ss
998,SS: Термо ланч-боксы,1986,ss-lunch-set,ss-00-0037,8.77,ss
999,SS: Столовые приборы 24шт (Серебро),1990,ss-vd-0002-01,ss-vd-0002,10.47,ss
1000,SS: Столовые приборы 24шт (Золото),1991,ss-vd-0002-02,ss-vd-0002,10.47,ss
1001,SS: Столовые приборы 24шт (Черное золото),1992,ss-vd-0002-03,ss-vd-0002,10.47,ss
1002,"Салфетки из микрофибры, 10 шт.",1993,0803001006,0803001006,,timur
1003,Мини-стиралка (Зеленый),1995,ss-ss-0074-03,ss-ss-0074,11.57,ss
1004,Мини-стиралка (Фиолетовый),1996,ss-ss-0074-02,ss-ss-0074,11.57,ss
1005,Мини-стиралка (Розовый),1997,ss-ss-0074-04,ss-ss-0074,11.57,ss
1006,Мини-стиралка (уточнить цвет),2107,ss-ss-0074-01,ss-ss-0074,11.57,ss
1007,Часы Мужские LED Binar,1998,04000_binar,04000_binar,,timur
1008,Лампа Шестиугольная (Набор из 6 шт),2006,0906001001_timuzb,0906001001,,timur
1009,Полка в ванную,2007,ss-ss-0073-01,ss-ss-0073,4.0,ss
1010,Набор светильников (3шт.),2008,ss-ss-0024-01,ss-ss-0024,4.11,ss
1011,SS: Мультислайсер 12в1: (Голубой),2009,ss-vd-0006-03,ss-vd-0006,4.51,ss
1012,SS: Мультислайсер 12в1: (Розовый),2010,ss-vd-0006-02,ss-vd-0006,4.51,ss
1013,SS: Мультислайсер 12в1: (Цвет не указан),2011,ss-vd-0006-01,ss-vd-0006,4.51,ss
1014,Бинокль,2012,1307001001,1307001001_MH,,timur
1015,Мужская сумка на пояс,2014,0502004006,0502004006,,timur
1016,Мужская сумка на пояс (Черный),2015,,0502004006-1,,timur
1017,Мужская сумка на пояс (Коричневый),2016,,0502004006-2,,timur
1018,SS: Насадка на кран,2017,ss-vd-0005-01,ss-vd-0005,2.03,ss
1019,Мужская обувь SkinSlip,2020,0402003006,0402003006,,timur
1020,"Мужская обувь SkinSlip (Черный, 40)",2021,,0402003006-1_40-MH,,timur
1021,"Мужская обувь SkinSlip (Черный, 41)",2022,,0402003006-1_41-MH,,timur
1022,"Мужская обувь SkinSlip (Черный, 42)",2023,,0402003006-1_42-MH,,timur
1023,"Мужская обувь SkinSlip (Черный, 43)",2024,,0402003006-1_43-MH,,timur
1024,"Мужская обувь SkinSlip (Черный, 44)",2025,,0402003006-1_44-MH,,timur
1025,"Мужская обувь SkinSlip (Белый, 40)",2026,,0402003006-2_40-MH,,timur
1026,"Мужская обувь SkinSlip (Белый, 41)",2027,,0402003006-2_41-MH,,timur
1027,"Мужская обувь SkinSlip (Белый, 42)",2028,,0402003006-2_42-MH,,timur
1028,"Мужская обувь SkinSlip (Белый, 43)",2029,,0402003006-2_43-MH,,timur
1029,"Мужская обувь SkinSlip (Белый, 44)",2030,,0402003006-2_44-MH,,timur
1030,SS: Настенный орг. для специй (Белый),2046,ss-spice-org2-white,ss-00-0038,5.0,ss
1031,SS: Настенный орг. для специй (Зеленый),2048,ss-spice-org2-green,ss-00-0038,5.0,ss
1032,SS: Настенный орг. для специй (уточнить цвет),2237,ss-spice-org2,ss-00-0038,5.0,ss
1033,SS: Очиститель пор,2047,ss-pore-cleaner,,,timur
1034,SS: Корсет (M),2049,ss-ss-0020-02,ss-ss-0020,2.7,ss
1035,SS: Корсет (L),2050,ss-ss-0020-03,ss-ss-0020,2.7,ss
1036,SS: Корсет (XL),2051,ss-ss-0020-04,ss-ss-0020,2.7,ss
1037,SS: Корсет (уточнить размер),2242,ss-ss-0020-01,ss-ss-0020,2.7,ss
1038,Набор тетраде Magic Tracing,2052,1612001002,,,timur
1039,Набор тетраде Magic Tracing (64),2053,,1612001002-1,,timur
1040,Набор тетраде Magic Tracing (32),2054,,1612001002-2,,timur
1041,Мини-брелок Power Bank,2081,0101001002,,,timur
1042,"Мини-брелок Power Bank (Розовый, Type-C)",2082,,0101001002-1_TC-MH,,timur
1043,"Мини-брелок Power Bank (Черный, Type-C)",2083,,0101001002-2_TC-MH,,timur
1044,"Мини-брелок Power Bank (Розовый, Apple)",2084,,0101001002-1_AP-MH,,timur
1045,"Мини-брелок Power Bank (Черный, Apple)",2085,,0101001002-2_AP-MH,,timur
1046,SS: Часы Armani + портмоне,2114,ss-vd-0007-01,ss-vd-0007,2.0,ss
1047,Подвесной стеллаж,2145,ss-ss-0062-01,ss-ss-0062,12.0,ss
1048,Куртка жен. ENVITY,2148,0301014001,0301014001,,timur
1049,"Куртка жен. ENVITY (Красный, M)",2149,,0301014001,,timur
1050,"Куртка жен. ENVITY (Красный, L)",2150,,0301014001,,timur
1051,"Куртка жен. ENVITY (Красный, XL)",2151,,0301014001,,timur
1052,"Куртка жен. ENVITY (Красный, 2XL)",2152,,0301014001,,timur
1053,"Куртка жен. ENVITY (Красный, 3XL)",2153,,0301014001,,timur
1054,"Куртка жен. ENVITY (Красный, 4XL)",2154,,0301014001,,timur
1055,"Куртка жен. ENVITY (Красный, 5XL)",2155,,0301014001,,timur
1056,"Куртка жен. ENVITY (Черный, M)",2160,,0301014001,,timur
1057,"Куртка жен. ENVITY (Черный, L)",2161,,0301014001,,timur
1058,"Куртка жен. ENVITY (Черный, XL)",2162,,0301014001,,timur
1059,"Куртка жен. ENVITY (Черный, 2XL)",2163,,0301014001,,timur
1060,"Куртка жен. ENVITY (Черный, 3XL)",2164,,0301014001,,timur
1061,"Куртка жен. ENVITY (Черный, 4XL)",2165,,0301014001,,timur
1062,"Куртка жен. ENVITY (Черный, 5XL)",2166,,0301014001,,timur
1063,"Куртка жен. ENVITY (Бежевый, M)",2167,,0301014001,,timur
1064,"Куртка жен. ENVITY (Бежевый, L)",2168,,0301014001,,timur
1065,"Куртка жен. ENVITY (Бежевый, XL)",2169,,0301014001,,timur
1066,"Куртка жен. ENVITY (Бежевый, 2XL)",2170,,0301014001,,timur
1067,"Куртка жен. ENVITY (Бежевый, 3XL)",2171,,0301014001,,timur
1068,"Куртка жен. ENVITY (Бежевый, 4XL)",2172,,0301014001,,timur
1069,"Куртка жен. ENVITY (Бежевый, 5XL)",2173,,0301014001,,timur
1070,Муж. ветрозащитная куртка,2174,0303003002,0303003002,,timur
1071,"Муж. ветрозащитный комплект (Черный, L)",2175,,0303003002-1_L,,timur
1072,"Муж. ветрозащитный комплект (Черный, XL)",2176,,0303003002-1_XL,,timur
1073,"Муж. ветрозащитный комплект (Черный, 2XL)",2177,,0303003002-1_2XL,,timur
1074,"Муж. ветрозащитный комплект (Черный, 3XL)",2178,,0303003002-1_3XL,,timur
1075,"Муж. ветрозащитный комплект (Черный, 4XL)",2179,,0303003002-1_4XL,,timur
1076,"Муж. ветрозащитный комплект (Зеленый, L)",2180,,0303003002-2_L,,timur
1077,"Муж. ветрозащитный комплект (Зеленый, XL)",2181,,0303003002-2_XL,,timur
1078,"Муж. ветрозащитный комплект (Зеленый, 2XL)",2182,,0303003002-2_2XL,,timur
1079,"Муж. ветрозащитный комплект (Зеленый, 3XL)",2183,,0303003002-2_3XL,,timur
1080,"Муж. ветрозащитный комплект (Зеленый, 4XL)",2184,,0303003002-2_4XL,,timur
1081,"Муж. ветрозащитный комплект (Хаки, L)",2185,,0303003002-3_L,,timur
1082,"Муж. ветрозащитный комплект (Хаки, XL)",2186,,0303003002-3_XL,,timur
1083,"Муж. ветрозащитный комплект (Хаки, 2XL)",2187,,0303003002-3_2XL,,timur
1084,"Муж. ветрозащитный комплект (Хаки, 3XL)",2188,,0303003002-3_3XL,,timur
1085,"Муж. ветрозащитный комплект (Хаки, 4XL)",2189,,0303003002-3_4XL,,timur
1086,"Муж. ветрозащитная куртка (Черный, XL)",2190,,0303003002-11_XL,,timur
1087,"Муж. ветрозащитная куртка (Черный, 2XL)",2191,,0303003002-11_2XL,,timur
1088,"Муж. ветрозащитная куртка (Черный, 3XL)",2192,,0303003002-11_3XL,,timur
1089,"Муж. ветрозащитная куртка (Черный, 4XL)",2193,,0303003002-11_4XL,,timur
1090,"Муж. ветрозащитная куртка (Серый, XL)",2194,,0303003002-22_XL,,timur
1091,"Муж. ветрозащитная куртка (Серый, 2XL)",2195,,0303003002-22_2XL,,timur
1092,"Муж. ветрозащитная куртка (Серый, 3XL)",2196,,0303003002-22_3XL,,timur
1093,"Муж. ветрозащитная куртка (Серый, 4XL)",2197,,0303003002-22_4XL,,timur
1094,"Муж. ветрозащитная куртка (Хаки, XL)",2198,,0303003002-33_XL,,timur
1095,"Муж. ветрозащитная куртка (Хаки, 2XL)",2199,,0303003002-33_2XL,,timur
1096,"Муж. ветрозащитная куртка (Хаки, 3XL)",2200,,0303003002-33_3XL,,timur
1097,"Муж. ветрозащитная куртка (Хаки, 4XL)",2201,,0303003002-33_4XL,,timur
1098,Пальто жен. OVERSIZE,2202,0301014002,0301014002,,timur
1099,Пальто жен. OVERSIZE (Черный),2203,,0301014002-1,,timur
1100,Пальто жен. OVERSIZE (Зеленый),2204,,0301014002-2,,timur
1101,Пальто жен. OVERSIZE (Коричневый),2205,,0301014002-3,,timur
1102,Пальто жен. OVERSIZE (Синий),2206,,0301014002-4,,timur
1103,Меховая куртка,2207,0301014003,0301014003,,timur
1104,"Меховая куртка (Синий, M)",2208,,0301014003,,timur
1105,"Меховая куртка (Синий, L)",2209,,0301014003,,timur
1106,"Меховая куртка (Синий, XL)",2210,,0301014003,,timur
1107,"Меховая куртка (Синий, 2XL)",2211,,0301014003,,timur
1108,"Меховая куртка (Синий, 3XL)",2212,,0301014003,,timur
1109,"Меховая куртка (Синий, 4XL)",2213,,0301014003,,timur
1110,"Меховая куртка (Синий, 5XL)",2214,,0301014003,,timur
1111,"Меховая куртка (Черный, M)",2215,,0301014003,,timur
1112,"Меховая куртка (Черный, L)",2216,,0301014003,,timur
1113,"Меховая куртка (Черный, XL)",2217,,0301014003,,timur
1114,"Меховая куртка (Черный, 2XL)",2218,,0301014003,,timur
1115,"Меховая куртка (Черный, 3XL)",2219,,0301014003,,timur
1116,"Меховая куртка (Черный, 4XL)",2220,,0301014003,,timur
1117,"Меховая куртка (Черный, 5XL)",2221,,0301014003,,timur
1118,Орг. для кух. приборов,2239,ss-kitchen-org2,ss-00-0039,4.0,ss
1119,Карманный мини зонт (уточните цвет),2258,0501009001,,,timur
1120,Карманный мини зонт (желтый),2259,,0501009001-1,,timur
1121,Карманный мини зонт (черн),2260,,0501009001-2,,timur
1122,Худи-плед (красный),2277,,ss-ss-0049,5.0,ss
1123,Худи-плед (серый),2278,,ss-ss-0049,5.0,ss
1124,Худи-плед (тёмно-синий),2279,,ss-ss-0049,5.0,ss
1125,Худи-плед (авокадо),2280,,ss-ss-0049,5.0,ss
1126,Мужской костюм Enviforce(уточните цвет и размер),2298,0302014001,0302014001,13.5,timur
1127,"Мужской костюм Enviforce (Черный, L)",2299,0302014001-2_L,0302014001,13.5,timur
1128,"Мужской костюм Enviforce (Черный, XL)",2300,0302014001-2_XL,0302014001,13.5,timur
1129,"Мужской костюм Enviforce (Черный, 2XL)",2301,0302014001-2_2XL,0302014001,13.5,timur
1130,"Мужской костюм Enviforce (Черный, 3XL)",2302,0302014001-2_3XL,0302014001,13.5,timur
1131,"Мужской костюм Enviforce (Черный, 4XL)",2303,0302014001-2_4XL,0302014001,13.5,timur
1132,"Мужской костюм Enviforce (Зеленый, L)",2304,0302014001-1_L,0302014001,13.5,timur
1133,"Мужской костюм Enviforce (Зеленый, XL)",2305,0302014001-1_XL,0302014001,13.5,timur
1134,"Мужской костюм Enviforce (Зеленый, 2XL)",2306,0302014001-1_2XL,0302014001,13.5,timur
1135,"Мужской костюм Enviforce (Зеленый, 3XL)",2307,0302014001-1_3XL,0302014001,13.5,timur
1136,"Мужской костюм Enviforce (Зеленый, 4XL)",2308,0302014001-1_4XL,0302014001,13.5,timur
1137,"Мужской костюм Enviforce (Темно-серый, L)",2309,0302014001-3_L,0302014001,13.5,timur
1138,"Мужской костюм Enviforce (Темно-серый, XL)",2310,0302014001-3_XL,0302014001,13.5,timur
1139,"Мужской костюм Enviforce (Темно-серый, 2XL)",2311,0302014001-3_2XL,0302014001,13.5,timur
1140,"Мужской костюм Enviforce (Темно-серый, 3XL)",2312,0302014001-3_3XL,0302014001,13.5,timur
1141,"Мужской костюм Enviforce (Темно-серый, 4XL)",2313,0302014001-3_4XL,0302014001,13.5,timur
1142,"Мужской костюм Enviforce (Черный, M)",2475,,0302014001,13.5,timur
1143,"Мужской костюм Enviforce (Зеленый, M)",2476,,0302014001,13.5,timur
1144,"Мужской костюм Enviforce (Темно-серый, M)",2477,,0302014001,13.5,timur
1145,Набор кухонной утвари: 12 шт (чёрный),2320,ss-kitchen12-black,ss-00-0041,9.44,ss
1146,Набор кухонной утвари: 12 шт (голубой),2321,ss-kitchen12-blue,ss-00-0041,9.44,ss
1147,Набор кухонной утвари: 12 шт (уточнить цвет),2322,ss-kitchen12,ss-00-0041,9.44,ss
1148,SS: Полка на кухню,2323,ss-kitchen-wall-org,ss-00-0042,8.27,ss
1149,Перчатка против шерсти (Правая),2345,ss-ss-0046-02,ss-ss-0046,1.46,ss
1150,Перчатка против шерсти (Левая),2346,ss-ss-0046-03,ss-ss-0046,1.46,ss
1151,Перчатка против шерсти (уточнить руку),2347,ss-ss-0046-01,ss-ss-0046,1.46,ss
1152,"Расческа против шерсти ""Подсолнух""",2348,ss-ss-0047-01,ss-ss-0047,1.46,ss
1153,Щётка для шерсти,2349,ss-ss-0051-01,ss-ss-0051,1.46,ss
1154,Ботинки муж. MODO,2369,0402004001,,,timur
1155,"Ботинки муж. MODO (Черный, 39)",2370,,0402004001-1_39,,timur
1156,"Ботинки муж. MODO (Черный, 40)",2371,,0402004001-1_40,,timur
1157,"Ботинки муж. MODO (Черный, 41)",2372,,0402004001-1_41,,timur
1158,"Ботинки муж. MODO (Черный, 42)",2373,,0402004001-1_42,,timur
1159,"Ботинки муж. MODO (Черный, 43)",2374,,0402004001-1_43,,timur
1160,"Ботинки муж. MODO (Черный, 44)",2375,,0402004001-1_44,,timur
1161,Овощерезка,2411,ss-ss-0063-01,ss-ss-0063,6.75,ss
